401	𒅸
402	𒅻
403	𒐏
404	𒑆
405	𒈦
406	𒂕
407	𒈭
408	𒂞
409	𒆢
410	𒑟
411	𒍈
412	𒐯
413	𒐩
414	𒂺
415	𒁖
416	𒁸
417	𒄌
418	𒆝
419	𒍨
420	𒄊
421	𒑰
422	𒇯
423	𒅾
424	𒊜
425	𒇾
426	𒈡
427	𒉸
428	𒍔
429	𒋈
430	𒀮
431	𒈖
432	,
433	𒌐
434	𒂳
435	𒍅
436	𒄢
437	𒉪
438	𒃜
439	𒉝
440	𒄁
441	𒊋
442	𒃓
443	𒀃
444	𒋹
445	𒋝
446	𒀿
447	𒍾
448	𒅹
449	𒇰
450	𒇞
451	𒁆
452	𒁻
453	𒋒
454	𒄸
455	𒑙
456	𒋂
457	𒍙
458	𒊲
459	𒅓
460	𒎋
461	𒈣
462	𒋌
463	𒁫
464	𒐗
465	𒅴
466	𒃁
467	𒇹
468	𒃘
469	𒃐
470	𒊾
471	𒇘
472	𒍗
473	𒑖
474	𒉋
475	𒅍
476	𒊷
477	𒋋
478	𒇿
479	𒈯
480	𒍂
481	𒇖
482	𒌔
483	𒍴
484	𒍀
485	𒍁
486	𒇡
487	𒉙
488	𒍯
489	𒁙
490	𒇪
491	𒆖
492	𒂖
493	𒉬
494	𒇃
495	𒄈
496	𒐴
497	𒁿
498	𒑌
499	𒆼
500	𒑛
501	𒈩
502	𒆧
503	𒈊
504	𒋓
505	𒌫
506	𒂛
507	𒂩
508	𒃌
509	𒂑
510	𒃂
511	𒈢
512	𒇢
513	𒊴
514	𒂁
515	𒊯
516	𒁘
517	𒊁
518	𒊂
519	𒊃
520	𒆣
521	𒇆
522	𒄧
523	𒌺
524	𒈅
525	𒀓
526	𒑈
527	𒅙
528	𒑄
529	𒑅
530	𒇟
531	𒑋
532	𒊚
533	𒈈
534	𒅜
535	𒈂
536	𒂣
537	𒉖
538	𒉗
539	𒆇
540	𒐺
541	𒉇
542	𒐢
543	𒐖
544	𒍟
545	𒄅
546	𒐅
547	𒇂
548	𒈚
549	𒈎
550	𒍖
551	𒀡
552	𒈍
553	𒎐
554	𒊆
555	𒐿
556	𒌏
557	𒃅
558	𒂫
559	𒁅
560	𒂥
561	𒑜
562	𒑝
563	𒃤
564	𒆈
565	𒆾
566	𒈷
567	𒈶
568	𒋚
569	𒐝
570	𒀼
571	𒍧
572	𒇋
573	𒀵
574	𒇏
575	𒇇
576	𒀑
577	𒀱
578	𒐱
579	𒑳
580	𒈕
581	𒁽
582	𒄇
583	𒇥
584	𒈽
585	𒋉
586	𒉂
587	𒃴
588	𒃢
589	𒃡
590	𒅩
591	𒉱
592	𒐥
593	𒂏
594	𒐼
595	𒐽
596	𒂘
597	𒑱
598	𒉢
599	𒋤
600	𒈿
601	𒌕
602	𒁣
603	𒊈
604	𒐄
605	𒊉
606	𒐮
607	𒀦
608	𒃽
609	𒃆
610	𒇨
611	𒂱
612	𒑔
613	𒉐
614	𒂸
615	𒊫
616	𒃱
617	𒄟
618	𒅵
619	𒆏
620	𒀶
621	𒉯
622	𒍶
623	𒎉
624	𒑍
625	𒅬
626	𒂨
627	𒎄
628	𒅰
629	𒂻
630	𒅺
631	𒆨
632	𒃦
633	𒃄
634	𒑏
635	𒇶
636	𒊣
637	𒊤
638	𒅐
639	𒁱
640	𒄐
641	𒑒
642	𒎀
643	𒂂
644	𒑁
645	𒆛
646	𒊟
647	𒐨
648	𒃕
649	𒅟
650	𒄹
651	𒌰
652	𒐠
653	𒋄
654	𒆺
655	𒉤
656	𒃿
657	𒃝
658	𒌧
659	𒐷
660	𒁋
661	𒇭
662	𒋍
663	𒄏
664	𒀄
665	𒀅
666	𒉅
667	𒍻
668	𒂢
669	𒐚
670	𒅣
671	𒁛
672	𒇝
673	𒇈
674	𒆡
675	𒐜
676	𒀒
677	𒋁
678	𒍩
679	𒍆
680	𒁬
681	𒋯
682	𒊳
683	𒑉
684	𒈞
685	𒁪
686	𒅨
687	𒇕
688	𒄼
689	𒉭
690	𒃎
691	𒊄
692	𒄕
693	𒀣
694	𒅲
695	𒅯
696	𒍃
697	𒁏
698	𒉁
699	𒀥
700	𒍺
701	𒁗
702	𒄄
703	𒍞
704	𒐃
705	𒅃
706	𒎏
707	𒁵
708	𒂯
709	𒀧
710	𒂭
711	𒌱
712	𒆁
713	𒌪
714	𒌳
715	𒈄
716	𒄎
717	𒃯
718	𒑓
719	𒉾
720	𒅚
721	𒊝
722	𒀻
723	𒃨
724	𒇙
725	𒇅
726	𒃹
727	𒋲
728	𒉨
729	𒋿
730	𒂧
731	𒄂
732	𒐓
733	𒂬
734	𒅑
735	𒑲
736	𒂶
737	𒊱
738	𒃊
739	𒋖
740	𒂪
741	𒀽
742	𒉉
743	𒌸
744	𒆎
745	𒊙
746	𒅫
747	𒅦
748	𒆯
749	𒋱
750	𒀇
751	𒇼
752	𒆶
753	𒃀
754	𒐀
755	𒂉
756	𒂴
757	𒀔
758	𒉛
759	𒋑
760	𒌻
761	𒐪
762	𒅼
763	𒅽
764	𒑘
765	𒀐
766	𒂓
767	𒍌
768	𒄾
769	𒂃
770	𒍘
771	𒋭
772	𒌄
773	𒐎
774	𒇠
775	𒆋
776	𒆀
777	𒎆
778	𒂰
779	𒌘
780	𒊼
781	𒂮
782	𒊗
783	𒉧
784	𒉊
785	𒅄
786	𒂝
787	𒉰
788	𒈙
789	𒍰
790	𒋴
791	𒎈
792	𒍚
793	𒆊
794	𒁊
795	𒋶
796	𒌃
797	𒐛
798	𒑊
799	𒁠
800	𒁌
801	𒑀
802	𒀁
803	𒐔
804	𒉥
805	𒌮
806	𒉦
807	𒈆
808	𒃋
809	𒃈
810	𒃇
811	𒀆
812	𒁂
813	𒈘
814	𒉕
815	𒄛
816	𒇛
817	𒊀
818	𒀙
819	𒎖
820	𒊅
821	𒉫
822	𒌿
823	𒊸
824	𒍕
825	𒃧
826	𒄮
827	𒄝
828	𒄚
829	𒉮
830	𒎗
831	𒁦
832	𒅠
833	𒆱
834	𒀷
835	𒌬
836	𒉍
837	𒍍
838	𒍷
839	𒉲
840	𒃟
841	𒂜
842	𒂌
843	𒁧
844	𒁤
845	𒋟
846	𒈼
847	𒑠
848	𒅳
849	𒌟
850	𒂾
851	𒋊
852	𒀟
853	𒍱
854	𒐣
855	𒊠
856	𒈳
857	𒆻
858	𒈴
859	𒅿
860	𒀤
861	𒇦
862	𒂐
863	𒑡
864	𒑢
865	𒄡
866	𒈇
867	𒆆
868	𒃑
869	𒃒
870	𒀍
871	𒅝
872	𒊞
873	𒅏
874	𒆿
875	𒉞
876	𒌜
877	𒈰
878	𒎓
879	𒐫
880	𒈏
881	𒋏
882	𒐡
883	𒎙
884	𒉟
885	𒂿
886	𒄦
887	𒅛
888	𒅉
889	𒃺
890	𒃳
891	𒁩
892	𒎔
893	.
894	?
895	𒌊
896	𒌡
897	𒐹
898	𒅧
899	+
900	𒐤
901	𒉳
902	𒅮
903	𒂒
904	𒅷
905	𒐸
906	𒐂
907	𒎂
908	𒈌
909	𒌥
910	𒌼
911	𒀨
912	𒎑
913	𒍡
914	𒍊
915	𒂤
916	𒎅
917	𒉴
918	𒊎
919	𒈱
920	𒆴
921	𒌭
922	𒑗
923	𒊢
924	𒀢
925	𒆙
926	𒋎
927	𒈵
928	𒌞
929	𒄶
930	𒂋
931	𒎌
932	𒑎
933	𒂹
934	𒃙
935	𒌎
936	𒃛
937	𒁎
938	𒍓
939	𒌾
940	𒍉
941	𒁨
942	𒃔
943	𒄍
944	𒌂
945	𒉹
946	𒌽
947	𒊘
948	𒈀
949	:
950	𒎊
951	𒆌
952	𒐇
953	𒂎
954	𒁰
955	𒃏
956	𒇗
957	𒃠
958	𒄪
959	𒆂
960	𒉔
961	𒇚
962	𒋨
963	𒋘
964	𒊰
965	𒅢
966	𒌛
967	𒃭
968	𒑂
969	𒐶
970	𒑃
971	𒁡
972	𒀂
973	𒋵
974	𒀛
975	𒍋
976	𒇊
977	𒁥
978	𒆅
979	𒀚
980	𒎍
981	𒈃
982	𒇮
983	𒇄
984	𒐆
985	𒍫
986	𒁞
987	𒇔
988	𒄆
989	𒉩
990	𒋪
991	𒁚
992	𒊦
993	𒈔
994	𒋮
995	𒐾
996	̠
997	𒊶
998	𒆃
999	𒊵
1000	𒆫
1001	𒌠
1002	𒃉
1003	𒉷
1004	𒐒
1005	𒅪
1006	𒂽
1007	𒃗
1008	𒎕
1009	𒍹
1010	𒄜
1011	𒅱
1012	𒇓
1013	𒌙
1014	𒌯
1015	𒊥
1016	𒆄
1017	𒍐
1018	𒎎
1019	𒂲
1020	𒐙
1021	𒍳
1022	𒊛
1023	𒍄
1024	𒅭
1025	𒋐
1026	𒐦
1027	𒐁
1028	𒌹
1029	𒄓
1030	𒈸
1031	𒉵
1032	/
1033	𒐳
